domain,cohort,task,model,train_input,test_or_condition,metric,estimate,point,ci_lower,ci_upper,formatted_95ci,n_subjects,n_seeds,n_bootstrap,source_file
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,flattened,balanced_accuracy,flattened,0.266811,0.250053,0.284446,"0.267 [0.250, 0.284]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.881589,0.862240,0.901583,"0.882 [0.862, 0.902]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,retention_flattened,balanced_accuracy,retention_flattened,0.362925,0.340105,0.385482,"0.363 [0.340, 0.385]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.087052,0.071716,0.102124,"0.087 [0.072, 0.102]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,drop_flattened,balanced_accuracy,drop_flattened,0.468357,0.446618,0.490370,"0.468 [0.447, 0.490]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,baseline,macro_f1,baseline,0.669326,0.646363,0.691539,"0.669 [0.646, 0.692]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,aperiodic,macro_f1,aperiodic,0.559906,0.536692,0.581910,"0.560 [0.537, 0.582]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,flattened,macro_f1,flattened,0.172990,0.151977,0.193962,"0.173 [0.152, 0.194]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,retention_aperiodic,macro_f1,retention_aperiodic,0.836521,0.816806,0.856247,"0.837 [0.817, 0.856]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,retention_flattened,macro_f1,retention_flattened,0.258453,0.226060,0.289396,"0.258 [0.226, 0.289]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,drop_aperiodic,macro_f1,drop_aperiodic,0.109421,0.095524,0.123261,"0.109 [0.096, 0.123]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,drop_flattened,macro_f1,drop_flattened,0.496337,0.468551,0.526402,"0.496 [0.469, 0.526]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,baseline,accuracy,baseline,0.752955,0.732555,0.771818,"0.753 [0.733, 0.772]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,aperiodic,accuracy,aperiodic,0.652158,0.630176,0.672684,"0.652 [0.630, 0.673]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,flattened,accuracy,flattened,0.339521,0.311180,0.367790,"0.340 [0.311, 0.368]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,retention_aperiodic,accuracy,retention_aperiodic,0.866132,0.847932,0.883265,"0.866 [0.848, 0.883]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,retention_flattened,accuracy,retention_flattened,0.450918,0.413645,0.487589,"0.451 [0.414, 0.488]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,drop_aperiodic,accuracy,drop_aperiodic,0.100796,0.087475,0.114847,"0.101 [0.087, 0.115]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,raw_cnn,,drop_flattened,accuracy,drop_flattened,0.413434,0.383072,0.444260,"0.413 [0.383, 0.444]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,baseline,balanced_accuracy,baseline,0.938978,0.929438,0.947601,"0.939 [0.929, 0.948]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,aperiodic,balanced_accuracy,aperiodic,0.877474,0.858372,0.895669,"0.877 [0.858, 0.896]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,flattened,balanced_accuracy,flattened,0.502585,0.500646,0.505178,"0.503 [0.501, 0.505]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.934500,0.918207,0.949598,"0.934 [0.918, 0.950]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,retention_flattened,balanced_accuracy,retention_flattened,0.535247,0.529782,0.541159,"0.535 [0.530, 0.541]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.061503,0.047431,0.076535,"0.062 [0.047, 0.077]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,drop_flattened,balanced_accuracy,drop_flattened,0.436392,0.426777,0.445428,"0.436 [0.427, 0.445]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,baseline,macro_f1,baseline,0.931259,0.919949,0.940519,"0.931 [0.920, 0.941]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,aperiodic,macro_f1,aperiodic,0.886118,0.864976,0.904297,"0.886 [0.865, 0.904]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,flattened,macro_f1,flattened,0.231008,0.214326,0.247575,"0.231 [0.214, 0.248]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,retention_aperiodic,macro_f1,retention_aperiodic,0.951527,0.934537,0.966522,"0.952 [0.935, 0.967]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,retention_flattened,macro_f1,retention_flattened,0.248060,0.230257,0.265734,"0.248 [0.230, 0.266]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,drop_aperiodic,macro_f1,drop_aperiodic,0.045141,0.031251,0.060721,"0.045 [0.031, 0.061]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,drop_flattened,macro_f1,drop_flattened,0.700251,0.681739,0.718311,"0.700 [0.682, 0.718]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,baseline,accuracy,baseline,0.946543,0.937228,0.954534,"0.947 [0.937, 0.955]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,aperiodic,accuracy,aperiodic,0.917069,0.900079,0.931243,"0.917 [0.900, 0.931]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,flattened,accuracy,flattened,0.307952,0.278392,0.337578,"0.308 [0.278, 0.338]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,retention_aperiodic,accuracy,retention_aperiodic,0.968861,0.956684,0.979612,"0.969 [0.957, 0.980]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,retention_flattened,accuracy,retention_flattened,0.325344,0.294033,0.357120,"0.325 [0.294, 0.357]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,drop_aperiodic,accuracy,drop_aperiodic,0.029475,0.019315,0.040932,"0.029 [0.019, 0.041]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,wake_vs_sleep,braindecode_eegnet,,drop_flattened,accuracy,drop_flattened,0.638591,0.606672,0.669935,"0.639 [0.607, 0.670]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,baseline,balanced_accuracy,baseline,0.885676,0.860906,0.907814,"0.886 [0.861, 0.908]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,aperiodic,balanced_accuracy,aperiodic,0.864354,0.845342,0.882538,"0.864 [0.845, 0.883]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,flattened,balanced_accuracy,flattened,0.883614,0.868606,0.898173,"0.884 [0.869, 0.898]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.975925,0.953418,1.001211,"0.976 [0.953, 1.001]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,retention_flattened,balanced_accuracy,retention_flattened,0.997671,0.978824,1.019286,"0.998 [0.979, 1.019]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.021323,-0.001056,0.041858,"0.021 [-0.001, 0.042]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,drop_flattened,balanced_accuracy,drop_flattened,0.002062,-0.016680,0.019165,"0.002 [-0.017, 0.019]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,baseline,macro_f1,baseline,0.773493,0.742979,0.803314,"0.773 [0.743, 0.803]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,aperiodic,macro_f1,aperiodic,0.681092,0.656026,0.706861,"0.681 [0.656, 0.707]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,flattened,macro_f1,flattened,0.716528,0.687072,0.746068,"0.717 [0.687, 0.746]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,retention_aperiodic,macro_f1,retention_aperiodic,0.880540,0.859233,0.902346,"0.881 [0.859, 0.902]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,retention_flattened,macro_f1,retention_flattened,0.926353,0.903583,0.950144,"0.926 [0.904, 0.950]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,drop_aperiodic,macro_f1,drop_aperiodic,0.092401,0.074010,0.110460,"0.092 [0.074, 0.110]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,drop_flattened,macro_f1,drop_flattened,0.056966,0.038113,0.075085,"0.057 [0.038, 0.075]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,baseline,accuracy,baseline,0.918165,0.904464,0.930926,"0.918 [0.904, 0.931]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,aperiodic,accuracy,aperiodic,0.826236,0.801920,0.849577,"0.826 [0.802, 0.850]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,flattened,accuracy,flattened,0.859517,0.839120,0.878872,"0.860 [0.839, 0.879]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,retention_aperiodic,accuracy,retention_aperiodic,0.899877,0.882831,0.916171,"0.900 [0.883, 0.916]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,retention_flattened,accuracy,retention_flattened,0.936125,0.922557,0.949786,"0.936 [0.923, 0.950]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,drop_aperiodic,accuracy,drop_aperiodic,0.091929,0.077479,0.106799,"0.092 [0.077, 0.107]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,n2_vs_n3,braindecode_eegnet,,drop_flattened,accuracy,drop_flattened,0.058648,0.046195,0.070810,"0.059 [0.046, 0.071]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,baseline,balanced_accuracy,baseline,0.710170,0.689972,0.728688,"0.710 [0.690, 0.729]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,aperiodic,balanced_accuracy,aperiodic,0.607092,0.586714,0.625606,"0.607 [0.587, 0.626]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,flattened,balanced_accuracy,flattened,0.318313,0.301137,0.335178,"0.318 [0.301, 0.335]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.854855,0.833619,0.876050,"0.855 [0.834, 0.876]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,retention_flattened,balanced_accuracy,retention_flattened,0.448221,0.428960,0.466976,"0.448 [0.429, 0.467]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.103077,0.086906,0.119057,"0.103 [0.087, 0.119]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,drop_flattened,balanced_accuracy,drop_flattened,0.391857,0.375428,0.407828,"0.392 [0.375, 0.408]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,baseline,macro_f1,baseline,0.639310,0.615292,0.662437,"0.639 [0.615, 0.662]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,aperiodic,macro_f1,aperiodic,0.515179,0.493438,0.535202,"0.515 [0.493, 0.535]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,flattened,macro_f1,flattened,0.209853,0.192701,0.227088,"0.210 [0.193, 0.227]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,retention_aperiodic,macro_f1,retention_aperiodic,0.805835,0.784209,0.827035,"0.806 [0.784, 0.827]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,retention_flattened,macro_f1,retention_flattened,0.328250,0.307004,0.349430,"0.328 [0.307, 0.349]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,drop_aperiodic,macro_f1,drop_aperiodic,0.124131,0.108932,0.139500,"0.124 [0.109, 0.140]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,drop_flattened,macro_f1,drop_flattened,0.429457,0.411338,0.447358,"0.429 [0.411, 0.447]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,baseline,accuracy,baseline,0.738926,0.718758,0.757867,"0.739 [0.719, 0.758]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,aperiodic,accuracy,aperiodic,0.606886,0.586122,0.626856,"0.607 [0.586, 0.627]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,flattened,accuracy,flattened,0.374909,0.348238,0.401195,"0.375 [0.348, 0.401]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,retention_aperiodic,accuracy,retention_aperiodic,0.821308,0.802937,0.839421,"0.821 [0.803, 0.839]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,retention_flattened,accuracy,retention_flattened,0.507371,0.473857,0.541108,"0.507 [0.474, 0.541]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,drop_aperiodic,accuracy,drop_aperiodic,0.132040,0.118199,0.146566,"0.132 [0.118, 0.147]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,full 78-subject cohort,five_stage,braindecode_eegnet,,drop_flattened,accuracy,drop_flattened,0.364017,0.336716,0.390200,"0.364 [0.337, 0.390]",78,3,10000,reports/tables/full_sleep_edf_multiseed_subject_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,baseline,balanced_accuracy,baseline,0.928946,0.917826,0.938986,"0.929 [0.918, 0.939]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,aperiodic,balanced_accuracy,aperiodic,0.893044,0.876490,0.908123,"0.893 [0.876, 0.908]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,flattened,balanced_accuracy,flattened,0.913236,0.899892,0.925215,"0.913 [0.900, 0.925]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.961351,0.948782,0.973011,"0.961 [0.949, 0.973]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,retention_flattened,balanced_accuracy,retention_flattened,0.983088,0.973739,0.991946,"0.983 [0.974, 0.992]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.035903,0.025070,0.047528,"0.036 [0.025, 0.048]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,drop_flattened,balanced_accuracy,drop_flattened,0.015710,0.007448,0.024399,"0.016 [0.007, 0.024]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,baseline,macro_f1,baseline,0.915477,0.902474,0.926693,"0.915 [0.902, 0.927]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,aperiodic,macro_f1,aperiodic,0.871279,0.850876,0.889521,"0.871 [0.851, 0.890]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,flattened,macro_f1,flattened,0.891541,0.875050,0.906131,"0.892 [0.875, 0.906]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,retention_aperiodic,macro_f1,retention_aperiodic,0.951721,0.936961,0.964900,"0.952 [0.937, 0.965]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,retention_flattened,macro_f1,retention_flattened,0.973854,0.961130,0.985326,"0.974 [0.961, 0.985]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
Sleep-EDF,reviewer-resistance controls,wake_vs_sleep,psd_train_control,,drop_aperiodic,macro_f1,drop_aperiodic,0.044198,0.032314,0.057569,"0.044 [0.032, 0.058]",78,3,10000,reports/tables/sleep_edf_reviewer_resistance_bootstrap.csv
