domain,cohort,task,model,train_input,test_or_condition,metric,estimate,point,ci_lower,ci_upper,formatted_95ci,n_subjects,n_seeds,n_bootstrap,source_file
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.281204,0.241031,0.319719,"0.281 [0.241, 0.320]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.640037,0.607573,0.675868,"0.640 [0.608, 0.676]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,drop_flattened,balanced_accuracy,drop_flattened,0.281204,0.241031,0.319719,"0.281 [0.241, 0.320]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,retention_flattened,balanced_accuracy,retention_flattened,0.640037,0.607573,0.675868,"0.640 [0.608, 0.676]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,baseline,macro_f1,baseline,0.781668,0.742114,0.818388,"0.782 [0.742, 0.818]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,sham,macro_f1,sham,0.491468,0.317098,0.504698,"0.491 [0.317, 0.505]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,aperiodic,macro_f1,aperiodic,0.491468,0.317098,0.504698,"0.491 [0.317, 0.505]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,flattened,macro_f1,flattened,0.491468,0.317098,0.504698,"0.491 [0.317, 0.505]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,drop_sham,macro_f1,drop_sham,0.290199,0.263635,0.491328,"0.290 [0.264, 0.491]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,retention_sham,macro_f1,retention_sham,0.628743,0.391594,0.654118,"0.629 [0.392, 0.654]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,drop_aperiodic,macro_f1,drop_aperiodic,0.290199,0.263635,0.491328,"0.290 [0.264, 0.491]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,retention_aperiodic,macro_f1,retention_aperiodic,0.628743,0.391594,0.654118,"0.629 [0.392, 0.654]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,drop_flattened,macro_f1,drop_flattened,0.290199,0.263635,0.491328,"0.290 [0.264, 0.491]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,retention_flattened,macro_f1,retention_flattened,0.628743,0.391594,0.654118,"0.629 [0.392, 0.654]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,baseline,accuracy,baseline,0.783390,0.744666,0.817977,"0.783 [0.745, 0.818]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,sham,accuracy,sham,0.512943,0.464718,0.549101,"0.513 [0.465, 0.549]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,aperiodic,accuracy,aperiodic,0.512943,0.464718,0.549101,"0.513 [0.465, 0.549]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,flattened,accuracy,flattened,0.512943,0.464718,0.549101,"0.513 [0.465, 0.549]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,drop_sham,accuracy,drop_sham,0.270447,0.205245,0.346933,"0.270 [0.205, 0.347]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,retention_sham,accuracy,retention_sham,0.654773,0.572845,0.726274,"0.655 [0.573, 0.726]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,drop_aperiodic,accuracy,drop_aperiodic,0.270447,0.205245,0.346933,"0.270 [0.205, 0.347]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,retention_aperiodic,accuracy,retention_aperiodic,0.654773,0.572845,0.726274,"0.655 [0.573, 0.726]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,drop_flattened,accuracy,drop_flattened,0.270447,0.205245,0.346933,"0.270 [0.205, 0.347]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BENDR,,retention_flattened,accuracy,retention_flattened,0.654773,0.572845,0.726274,"0.655 [0.573, 0.726]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,baseline,balanced_accuracy,baseline,0.743800,0.720341,0.767441,"0.744 [0.720, 0.767]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,sham,balanced_accuracy,sham,0.743800,0.720341,0.767441,"0.744 [0.720, 0.767]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,aperiodic,balanced_accuracy,aperiodic,0.736960,0.714290,0.759530,"0.737 [0.714, 0.760]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,flattened,balanced_accuracy,flattened,0.738744,0.716755,0.760873,"0.739 [0.717, 0.761]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,retention_sham,balanced_accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.990804,0.979419,1.002740,"0.991 [0.979, 1.003]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,retention_flattened,balanced_accuracy,retention_flattened,0.993203,0.983325,1.003247,"0.993 [0.983, 1.003]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,drop_sham,balanced_accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.006840,-0.002000,0.015423,"0.007 [-0.002, 0.015]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,drop_flattened,balanced_accuracy,drop_flattened,0.005056,-0.002406,0.012549,"0.005 [-0.002, 0.013]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,baseline,macro_f1,baseline,0.739727,0.716417,0.763520,"0.740 [0.716, 0.764]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,sham,macro_f1,sham,0.739727,0.716417,0.763520,"0.740 [0.716, 0.764]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,aperiodic,macro_f1,aperiodic,0.733289,0.710719,0.756137,"0.733 [0.711, 0.756]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,flattened,macro_f1,flattened,0.735444,0.713420,0.758095,"0.735 [0.713, 0.758]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,retention_sham,macro_f1,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,retention_aperiodic,macro_f1,retention_aperiodic,0.991297,0.979846,1.003429,"0.991 [0.980, 1.003]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,retention_flattened,macro_f1,retention_flattened,0.994211,0.984645,1.004383,"0.994 [0.985, 1.004]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,drop_sham,macro_f1,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,drop_aperiodic,macro_f1,drop_aperiodic,0.006438,-0.002552,0.014988,"0.006 [-0.003, 0.015]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,drop_flattened,macro_f1,drop_flattened,0.004282,-0.003211,0.011501,"0.004 [-0.003, 0.012]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,baseline,accuracy,baseline,0.743074,0.719522,0.766823,"0.743 [0.720, 0.767]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,sham,accuracy,sham,0.743074,0.719522,0.766823,"0.743 [0.720, 0.767]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,aperiodic,accuracy,aperiodic,0.736424,0.714099,0.758911,"0.736 [0.714, 0.759]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,flattened,accuracy,flattened,0.738127,0.716000,0.759973,"0.738 [0.716, 0.760]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,retention_sham,accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,retention_aperiodic,accuracy,retention_aperiodic,0.991050,0.979714,1.002935,"0.991 [0.980, 1.003]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,retention_flattened,accuracy,retention_flattened,0.993341,0.983756,1.003294,"0.993 [0.984, 1.003]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,drop_sham,accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,drop_aperiodic,accuracy,drop_aperiodic,0.006650,-0.002182,0.015186,"0.007 [-0.002, 0.015]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,eegnet,,drop_flattened,accuracy,drop_flattened,0.004948,-0.002416,0.012205,"0.005 [-0.002, 0.012]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,baseline,balanced_accuracy,baseline,0.655090,0.633587,0.678444,"0.655 [0.634, 0.678]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,sham,balanced_accuracy,sham,0.655090,0.633587,0.678444,"0.655 [0.634, 0.678]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,aperiodic,balanced_accuracy,aperiodic,0.617144,0.597164,0.638912,"0.617 [0.597, 0.639]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,flattened,balanced_accuracy,flattened,0.640844,0.618375,0.665222,"0.641 [0.618, 0.665]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,retention_sham,balanced_accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.942076,0.923539,0.960758,"0.942 [0.924, 0.961]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,retention_flattened,balanced_accuracy,retention_flattened,0.978254,0.963234,0.992762,"0.978 [0.963, 0.993]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,drop_sham,balanced_accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.037946,0.025372,0.050712,"0.038 [0.025, 0.051]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,drop_flattened,balanced_accuracy,drop_flattened,0.014245,0.004733,0.024100,"0.014 [0.005, 0.024]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,baseline,macro_f1,baseline,0.631972,0.605928,0.659110,"0.632 [0.606, 0.659]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,sham,macro_f1,sham,0.631972,0.605928,0.659110,"0.632 [0.606, 0.659]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,aperiodic,macro_f1,aperiodic,0.594337,0.570129,0.619826,"0.594 [0.570, 0.620]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,flattened,macro_f1,flattened,0.616812,0.588341,0.646694,"0.617 [0.588, 0.647]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,retention_sham,macro_f1,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,retention_aperiodic,macro_f1,retention_aperiodic,0.940448,0.918461,0.962479,"0.940 [0.918, 0.962]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,retention_flattened,macro_f1,retention_flattened,0.976011,0.957417,0.994761,"0.976 [0.957, 0.995]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,drop_sham,macro_f1,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,drop_aperiodic,macro_f1,drop_aperiodic,0.037635,0.023284,0.052165,"0.038 [0.023, 0.052]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,drop_flattened,macro_f1,drop_flattened,0.015161,0.003281,0.026909,"0.015 [0.003, 0.027]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,baseline,accuracy,baseline,0.654269,0.632549,0.677331,"0.654 [0.633, 0.677]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,sham,accuracy,sham,0.654269,0.632549,0.677331,"0.654 [0.633, 0.677]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,aperiodic,accuracy,aperiodic,0.616913,0.596031,0.639009,"0.617 [0.596, 0.639]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,flattened,accuracy,flattened,0.640292,0.617463,0.664584,"0.640 [0.617, 0.665]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,retention_sham,accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,retention_aperiodic,accuracy,retention_aperiodic,0.942905,0.923474,0.961759,"0.943 [0.923, 0.962]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,retention_flattened,accuracy,retention_flattened,0.978637,0.963537,0.993357,"0.979 [0.964, 0.993]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,drop_sham,accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,drop_aperiodic,accuracy,drop_aperiodic,0.037355,0.024805,0.050648,"0.037 [0.025, 0.051]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,shallow_fbcsp,,drop_flattened,accuracy,drop_flattened,0.013977,0.004357,0.023857,"0.014 [0.004, 0.024]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,baseline,balanced_accuracy,baseline,0.682247,0.660871,0.703306,"0.682 [0.661, 0.703]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,sham,balanced_accuracy,sham,0.682247,0.660871,0.703306,"0.682 [0.661, 0.703]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,aperiodic,balanced_accuracy,aperiodic,0.683774,0.662528,0.705115,"0.684 [0.663, 0.705]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,flattened,balanced_accuracy,flattened,0.691869,0.669077,0.715042,"0.692 [0.669, 0.715]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,retention_sham,balanced_accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,retention_aperiodic,balanced_accuracy,retention_aperiodic,1.002238,0.991211,1.013416,"1.002 [0.991, 1.013]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,retention_flattened,balanced_accuracy,retention_flattened,1.014103,0.998266,1.029003,"1.014 [0.998, 1.029]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,drop_sham,balanced_accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,drop_aperiodic,balanced_accuracy,drop_aperiodic,-0.001527,-0.009114,0.005992,"-0.002 [-0.009, 0.006]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,drop_flattened,balanced_accuracy,drop_flattened,-0.009622,-0.019720,0.001193,"-0.010 [-0.020, 0.001]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,baseline,macro_f1,baseline,0.674615,0.653179,0.696953,"0.675 [0.653, 0.697]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,sham,macro_f1,sham,0.674615,0.653179,0.696953,"0.675 [0.653, 0.697]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,aperiodic,macro_f1,aperiodic,0.677405,0.656268,0.699473,"0.677 [0.656, 0.699]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,flattened,macro_f1,flattened,0.684517,0.660744,0.709237,"0.685 [0.661, 0.709]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,retention_sham,macro_f1,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,retention_aperiodic,macro_f1,retention_aperiodic,1.004136,0.992719,1.016409,"1.004 [0.993, 1.016]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,retention_flattened,macro_f1,retention_flattened,1.014679,0.996846,1.031718,"1.015 [0.997, 1.032]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,drop_sham,macro_f1,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,drop_aperiodic,macro_f1,drop_aperiodic,-0.002790,-0.011032,0.004960,"-0.003 [-0.011, 0.005]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,drop_flattened,macro_f1,drop_flattened,-0.009903,-0.021384,0.002142,"-0.010 [-0.021, 0.002]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,baseline,accuracy,baseline,0.681367,0.660509,0.702184,"0.681 [0.661, 0.702]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,sham,accuracy,sham,0.681367,0.660509,0.702184,"0.681 [0.661, 0.702]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,aperiodic,accuracy,aperiodic,0.683173,0.662657,0.704139,"0.683 [0.663, 0.704]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
